0.339632,-0.050758,-0.048561,-0.041236,-0.033912,-0.028052,-0.022193,-0.014869,-0.004614,0.004175,0.015894,0.021753,0.034205,0.048121,0.057643,0.068630,0.078884,0.090603,0.100857,0.112576,0.124295,0.141141,0.152860,0.166777,0.176298,0.186552,0.847946,0.833297,0.816451,0.801802,0.784956,0.769574,0.753461,0.736615,0.722698,0.705120,0.688274,0.672160,0.656046,0.639933,0.626749,0.607705,0.595254,0.582070,0.566689,0.523475,0.464147,0.407017,0.303010,0.252472,0.207061,0.314729,0.345492,0.371127,0.401157,0.422398,0.446569,0.464880,0.484655,0.499304,0.516150,0.531532,0.539588,0.551307,0.560097,0.568154,0.575478,0.582070,0.582802,0.585732,0.587197,0.591592,0.591592,0.593789,0.594521,0.593789,0.478063,0.464880,0.451696,0.440709,0.425328,0.414341,0.404087,0.394565,0.383579,0.374789,0.363803,0.358676,0.349154,0.308870,0.257599,0.207061,0.115506,0.070827,0.035670,0.006372,-0.027320,-0.052955,-0.075661,-0.098367,-0.117410,0.535926,0.553505,0.568154,0.582802,0.597451,0.606973,0.615762,0.623819,0.628946,0.632608,0.637003,0.636270,0.640665,0.641397,0.641397,0.642130,0.639933,0.639933,0.635538,0.629678,0.628946,0.624551,0.617959,0.610635,0.605508,0.445104,0.433385,0.421666,0.407749,0.396030,0.384311,0.372592,0.324251,0.272980,0.207061,0.124295,0.097927,0.059840,0.021753,-0.011939,-0.041969,-0.070534,-0.095437,-0.113748,-0.131326,-0.144510,-0.154765,-0.167216,-0.169413,-0.179667,0.641397,0.647989,0.652384,0.654581,0.658976,0.662638,0.663371,0.663371,0.661906,0.659708,0.654581,0.652384,0.645792,0.644327,0.638468,0.632608,0.627481,0.620889,0.612832,0.606240,0.598184,0.593056,0.582802,0.574013,0.567421,0.423130,0.387241,0.340365,0.289094
0.183623,0.124295,0.089870,0.052516,0.016626,-0.017066,-0.043434,-0.069802,-0.092507,-0.109353,-0.124734,-0.140848,-0.154032,-0.159892,-0.167948,-0.171611,-0.172343,-0.172343,-0.171611,-0.168681,-0.166484,0.699260,0.697795,0.692668,0.687541,0.680949,0.677287,0.670695,0.663371,0.657511,0.652384,0.641397,0.634073,0.624551,0.615762,0.606240,0.598916,0.589394,0.581337,0.574745,0.563759,0.557167,0.546913,0.535926,0.527137,0.519080,0.092800,0.056178,0.021753,-0.007544,-0.037574,-0.061745,-0.084450,-0.102761,-0.121805,-0.137918,-0.148173,-0.154765,-0.163554,-0.167948,-0.167948,-0.167948,-0.167948,-0.167948,-0.164286,-0.156962,-0.151102,-0.143778,-0.144510,-0.082253,-0.027320,0.699260,0.691203,0.680949,0.673625,0.661906,0.651652,0.638468,0.628946,0.618692,0.607705,0.598916,0.586465,0.578408,0.565224,0.554970,0.545448,0.535194,0.525672,0.515418,0.508826,0.496374,0.488318,0.478063,0.466344,0.459020,-0.036842,-0.058815,-0.077858,-0.092507,-0.104959,-0.117410,-0.124002,-0.133524,-0.137918,-0.143778,-0.145975,-0.145243,-0.143778,-0.139383,-0.132059,-0.124002,-0.118875,-0.088113,-0.036842,0.014429,0.065700,0.115506,0.163847,0.209258,0.253937,0.683879,0.672160,0.657511,0.645792,0.631876,0.619424,0.605508,0.593789,0.582070,0.569618,0.558632,0.547645,0.535926,0.524940,0.511756,0.499304,0.487585,0.477331,0.464880,0.456823,0.450231,0.441441,0.433385,0.423130,0.418003,-0.100564,-0.110086,-0.118875,-0.121072,-0.124002,-0.125467,-0.124734,-0.121072,-0.114480,-0.115945,-0.109353,-0.076393,-0.026588,0.023951,0.073024,0.122830,0.173368,0.218047,0.259064,0.297151,0.332308,0.366000,0.395298,0.423130,0.451696,0.639200,0.628214,0.609903,0.601113,0.583535,0.571083,0.558632,0.544715,0.530799
0.519080,0.504431,0.491980,0.481726,0.472936,0.461950,0.450963,0.441441,0.429722,0.419468,0.414341,0.406284,0.398227,0.393100,0.385044,0.376254,-0.084450,-0.085183,-0.083718,-0.081521,-0.077858,-0.045631,0.007105,0.054713,0.103787,0.152860,0.196074,0.235626,0.275910,0.311800,0.344027,0.376254,0.406284,0.434849,0.463415,0.484655,0.509558,0.525672,0.542518,0.557167,0.571083,0.589394,0.576943,0.561562,0.547645,0.535926,0.521277,0.509558,0.490515,0.478796,0.464880,0.453893,0.442174,0.431187,0.424595,0.417271,0.407017,0.396763,0.387973,0.379916,0.371860,0.363803,0.358676,0.351351,0.347689,0.342562,-0.049293,-0.047096,-0.039039,-0.033912,-0.027320,-0.016333,-0.009009,-0.000220,0.010767,0.019556,0.030543,0.042262,0.052516,0.062770,0.073024,0.083278,0.096462,0.111111,0.120633,0.138211,0.150663,0.160917,0.170439,0.169706,0.181425,0.706585,0.729290,0.749799,0.771772,0.787885,0.799604,0.812056,0.818648,0.827437,0.830367,0.830367,0.833297,0.832564,0.830367,0.828170,0.824507,0.817915,0.809859,0.776166,0.722698,0.674357,0.574013,0.523475,0.478063,0.437047,0.123563,0.121365,0.117703,0.117703,0.118436,0.117703,0.117703,0.119900,0.161649,0.210723,0.256134,0.302278,0.347689,0.384311,0.418736,0.453893,0.486120,0.519080,0.545448,0.569618,0.592324,0.610635,0.628946,0.642130,0.652384,0.601113,0.582802,0.568886,0.551307,0.536659,0.522742,0.509558,0.489050,0.476599,0.461217,0.448766,0.434849,0.393833,0.341097,0.285432,0.187285,0.141874,0.099392,0.062770,0.026148,-0.006079,-0.036842,-0.061012,-0.082985,-0.099099,0.546913,0.560829,0.577675,0.590127,0.598184,0.605508,0.612100,0.617227,0.621622,0.625284,0.628946,0.630411,0.630411,0.628946
0.628946,0.628946,0.625284,0.619424,0.615762,0.609903,0.606973,0.605508,0.598916,0.594521,0.585732,0.443639,0.430455,0.418736,0.406284,0.394565,0.386508,0.344027,0.290559,0.241485,0.147001,0.094265,0.056911,0.019556,-0.011939,-0.039039,-0.063210,-0.085183,-0.101296,-0.121072,-0.134256,-0.145243,-0.156962,-0.164286,-0.167948,-0.170146,0.654581,0.660441,0.662638,0.666300,0.664836,0.667765,0.662638,0.658976,0.656046,0.653117,0.650187,0.647989,0.641397,0.635538,0.629678,0.625284,0.615030,0.607705,0.601846,0.595254,0.588662,0.582070,0.572548,0.565224,0.557899,0.368930,0.319124,0.251007,0.171171,0.124295,0.089870,0.051051,0.018824,-0.015601,-0.044166,-0.067604,-0.092507,-0.113015,-0.130594,-0.144510,-0.154765,-0.165751,-0.170146,-0.172343,-0.174540,-0.174540,-0.174540,-0.173076,-0.167948,-0.164286,0.699260,0.695598,0.689739,0.686809,0.678752,0.675822,0.668498,0.658976,0.652384,0.642130,0.633341,0.626016,0.616495,0.607705,0.601113,0.592324,0.582802,0.574745,0.565224,0.556435,0.546913,0.536659,0.528602,0.522010,0.513221,0.078884,0.048121,0.014429,-0.015601,-0.044166,-0.067604,-0.089577,-0.109353,-0.121072,-0.134989,-0.144510,-0.154032,-0.158427,-0.165751,-0.165751,-0.167948,-0.167948,-0.162821,-0.158427,-0.145975,-0.142313,-0.133524,-0.113015,-0.058082,-0.004614,0.702190,0.695598,0.686809,0.675090,0.664836,0.653117,0.645060,0.634073,0.624551,0.610635,0.598916,0.589394,0.574745,0.566689,0.557167,0.548378,0.536659,0.527869,0.516150,0.505164,0.491247,0.483923,0.474401,0.464880,0.455358,-0.054420,-0.074196,-0.090310,-0.107156,-0.120340,-0.127664,-0.136454,-0.144510,-0.145243,-0.148173,-0.148905,-0.145975,-0.143778,-0.137918,-0.130594,-0.121805,-0.097634,-0.046363,0.007105
0.059840,0.111844,0.162382,0.207793,0.250275,0.288362,0.679484,0.664836,0.652384,0.637003,0.628214,0.612832,0.601113,0.589394,0.578408,0.561562,0.552040,0.539588,0.528602,0.516150,0.508093,0.491247,0.483923,0.472936,0.464147,0.454625,0.443639,0.436314,0.427525,0.417271,0.408482,-0.110086,-0.119607,-0.121072,-0.121805,-0.124734,-0.124734,-0.121072,-0.120340,-0.117410,-0.125467,-0.114480,-0.105691,-0.096902,-0.086648,-0.076393,-0.065407,-0.054420,-0.041236,-0.028052,-0.016333,-0.003882,0.012232,0.026881,0.040797,0.039332,0.639200,0.668498,0.697795,0.722698,0.744672,0.764447,0.780561,0.795210,0.806929,0.815718,0.823043,0.829634,0.831832,0.833297,0.834029,0.832564,0.829634,0.827437,0.823775,0.816451,0.809859,0.799604,0.792280,0.779829,0.769574,0.486853,0.470007,0.458288,0.445104,0.432652,0.421666,0.409947,0.396763,0.387241,0.374057,0.364535,0.355746,0.347689,0.340365,0.335970,0.326448,0.322054,0.313264,0.308870,0.303010,0.300813,0.299348,0.292756,0.289826,0.288362,0.358676,0.355014,0.347689,0.342562,0.336703,0.333773,0.328646,0.324251,0.323519,0.320589,0.317659,0.314729,0.300081,0.207793,0.177031,0.138211,0.099392,0.065700,0.032008,0.005640,-0.019263,-0.043434,-0.063210,-0.082253,-0.097634,0.590127,0.603311,0.610635,0.621622,0.628946,0.635538,0.641397,0.645060,0.647989,0.650187,0.648722,0.645792,0.645060,0.645060,0.641397,0.640665,0.638468,0.631143,0.628946,0.621622,0.615762,0.609170,0.604043,0.597451,0.591592,0.439244,0.425328,0.414341,0.402622,0.392368,0.379916,0.368930,0.358676,0.349886,0.344027,0.335970,0.327913,0.324251,0.317659,0.310335,0.305940,0.300081,0.297883,0.249542,0.203399,0.144803,0.077419,0.042994,0.008570
-0.023658,0.370395,0.398227,0.426793,0.453160,0.476599,0.504431,0.523475,0.543251,0.558632,0.574013,0.583535,0.595254,0.605508,0.612832,0.620889,0.626749,0.628946,0.632608,0.638468,0.640665,0.639200,0.639200,0.637003,0.633341,0.630411,0.484655,0.470007,0.456090,0.442906,0.431187,0.418003,0.406284,0.393833,0.382114,0.371127,0.361605,0.355014,0.319124,0.272248,0.222442,0.122830,0.077419,0.042994,0.007105,-0.026588,-0.052223,-0.074929,-0.097634,-0.115945,-0.132059,0.557899,0.571816,0.584267,0.597451,0.605508,0.615030,0.624551,0.628946,0.636270,0.639933,0.642130,0.644327,0.645792,0.644327,0.643595,0.639933,0.638468,0.639200,0.635538,0.628946,0.626016,0.622354,0.615030,0.606973,0.601846,0.442906,0.428990,0.418003,0.406284,0.396030,0.386508,0.346957,0.296418,0.253204,0.246612,0.242950,0.242950,0.242218,0.244415,0.244415,0.248810,0.253204,0.253204,0.253937,0.256134,0.257599,0.263459,0.264923,0.267853,0.272980,0.401157,0.394565,0.389438,0.368930,0.274445,0.240021,0.196807,0.156522,0.113308,0.078884,0.043727,0.018091,-0.011939,-0.031715,-0.058815,-0.074196,-0.092507,-0.104226,-0.113015,-0.121805,-0.128397,-0.130594,-0.133524,-0.132791,-0.133524,0.680949,0.633341,0.589394,0.579873,0.581337,0.581337,0.582070,0.582070,0.581337,0.582070,0.580605,0.574745,0.575478,0.571083,0.568886,0.565956,0.560829,0.560829,0.555702,0.550575,0.546180,0.539588,0.535194,0.528602,0.521277,0.418003,0.408482,0.396763,0.389438,0.379184,0.370395,0.359408,0.350619,0.344027,0.333773,0.327181,0.324251,0.319124,0.313264,0.309602,0.303010,0.286897,0.180693,0.124295,0.094997,0.059108,0.023218,-0.002417,-0.029517,-0.052955,0.417271,0.441441,0.464880,0.487585
0.510291,0.527869,0.546180,0.560097,0.574013,0.589394,0.595986,0.605508,0.610635,0.618692,0.625284,0.625284,0.630411,0.632608,0.633341,0.633341,0.634073,0.633341,0.628946,0.628946,0.625284,0.480261,0.464880,0.453160,0.441441,0.428990,0.418003,0.405552,0.394565,0.382846,0.371127,0.362338,0.355014,0.347689,0.341097,0.334505,0.324984,0.322054,0.313264,0.308870,0.302278,0.300081,0.294221,0.293489,0.289826,0.289094,-0.055885,-0.073464,-0.091042,-0.101296,-0.113015,-0.121072,-0.123270,-0.127664,-0.129129,-0.128397,-0.127664,-0.122537,-0.120340,-0.110818,-0.105691,-0.098367,-0.109353,-0.099832,-0.089577,-0.077858,-0.063210,-0.050758,-0.039771,-0.028785,-0.014869,0.377719,0.377719,0.376254,0.379184,0.379184,0.380649,0.379184,0.380649,0.379184,0.380649,0.378452,0.380649,0.379184,0.380649,0.382114,0.380649,0.379916,0.379184,0.376254,0.376987,0.374057,0.373325,0.351351,0.352816,0.355014,0.408482,0.399692,0.394565,0.385044,0.382114,0.352816,0.348422,0.347689,0.343295,0.338900,0.334505,0.331575,0.325716,0.324984,0.324251,0.319856,0.317659,0.315462,0.313264,0.313264,0.311800,0.311067,0.311067,0.308870,0.308137,0.816451,0.806196,0.790815,0.776899,0.762982,0.746869,0.732952,0.719036,0.704387,0.688274,0.674357,0.656779,0.641397,0.628946,0.612832,0.598916,0.583535,0.571816,0.558632,0.544715,0.532996,0.516883,0.505164,0.488318,0.476599,-0.109353,-0.107156,-0.107888,-0.104959,-0.101296,-0.097634,-0.093972,-0.089577,-0.079323,-0.074196,-0.062477,-0.052223,-0.042701,-0.028785,-0.019263,-0.007544,0.004907,0.017359,0.007837,0.019556,0.032740,0.046656,0.065700,0.077419,0.090603,0.814986,0.826705,0.837691,0.844283,0.850143,0.856002,0.856735,0.858200,0.856002
0.853805,0.850875,0.841354,0.835494,0.828170,0.817915,0.812788,0.799604,0.790815,0.781294,0.769574,0.757123,0.745404,0.727825,0.716106,0.694866,0.100857,0.124295,0.172636,0.210723,0.249542,0.279572,0.312532,0.341097,0.366733,0.393833,0.414341,0.436314,0.456090,0.470007,0.489050,0.506629,0.518348,0.531532,0.538856,0.546913,0.554970,0.560097,0.565224,0.569618,0.575478,0.513221,0.497839,0.487585,0.471471,0.458288,0.445104,0.433385,0.420201,0.411411,0.401890,0.393833,0.385044,0.374057,0.367465,0.357211,0.349154,0.345492,0.338167,0.333040,0.291291,0.244415,0.179960,0.096462,0.055446,0.019556,0.327913,0.361605,0.392368,0.421666,0.449498,0.472204,0.495642,0.518348,0.535194,0.549110,0.563759,0.575478,0.587197,0.598916,0.606240,0.616495,0.622354,0.627481,0.629678,0.631143,0.632608,0.636270,0.636270,0.635538,0.632608,0.499304,0.484655,0.470007,0.458288,0.442174,0.430455,0.418003,0.406284,0.395298,0.385776,0.376254,0.369662,0.360873,0.309602,0.259064,0.201934,0.118436,0.086208,0.047389,0.011499,-0.016333,-0.042701,-0.071999,-0.090310,-0.112283,0.528602,0.546180,0.558632,0.574013,0.587197,0.600381,0.609903,0.618692,0.625284,0.629678,0.633341,0.636270,0.639200,0.639200,0.639933,0.640665,0.640665,0.639200,0.637003,0.632608,0.628946,0.626749,0.617959,0.613565,0.606973,0.455358,0.443639,0.434117,0.422398,0.409947,0.398227,0.387973,0.352084,0.299348,0.251007,0.149930,0.100125,0.064235,0.024683,-0.004614,-0.035377,-0.063210,-0.088113,-0.109353,-0.125467,-0.143045,-0.151835,-0.160624,-0.167948,-0.171611,0.645060,0.648722,0.653117,0.654581,0.657511,0.656046,0.657511,0.657511,0.654581,0.653849,0.651652,0.645060,0.639200,0.637003
0.631876,0.625284,0.621622,0.614297,0.607705,0.605508,0.595254,0.588662,0.582070,0.574013,0.565956,0.418003,0.376254,0.324984,0.262726,0.171904,0.120633,0.080349,0.042262,0.004907,-0.027320,-0.055153,-0.077858,-0.097634,-0.118875,-0.132059,-0.145975,-0.156962,-0.166484,-0.171611,-0.177470,-0.180400,-0.179667,-0.178203,-0.192851,-0.189922,0.257599,0.260529,0.267121,0.272980,0.277375,0.278107,0.284699,0.290559,0.298616,0.300813,0.306673,0.311800,0.313997,0.319856,0.322786,0.325716,0.327913,0.334505,0.338167,0.360873,0.409947,0.453893,0.499304,0.542518,0.582070,0.475866,0.431187,0.386508,0.343295,0.303743,0.266388,0.232696,0.205596,0.172636,0.144803,0.114773,0.093533,0.075222,0.057643,0.043727,0.031275,0.019556,0.012232,0.002710,-0.003149,-0.006812,-0.010474,-0.015601,0.011499,0.056911,0.653117,0.642862,0.634073,0.625284,0.612100,0.604043,0.590127,0.579140,0.568154,0.557167,0.546913,0.537391,0.530799,0.519080,0.508093,0.493445,0.484655,0.475134,0.465612,0.459752,0.450963,0.442174,0.434849,0.427525,0.418003,-0.039039,-0.060280,-0.079323,-0.097634,-0.110086,-0.121072,-0.130594,-0.137918,-0.144510,-0.146708,-0.148905,-0.148173,-0.148173,-0.145243,-0.139383,-0.131326,-0.125467,-0.107156,-0.052955,-0.001685,0.051051,0.100857,0.152860,0.196074,0.241485,0.686076,0.675090,0.661906,0.648722,0.637003,0.624551,0.609170,0.598184,0.582802,0.572548,0.558632,0.549110,0.537391,0.530799,0.516883,0.509558,0.491980,0.481726,0.472204,0.461217,0.453160,0.442174,0.434849,0.427525,0.419468,-0.088113,-0.098367,-0.110086,-0.118875,-0.122537,-0.125467,-0.127664,-0.144510,-0.139383,-0.133524,-0.129862,-0.119607,-0.108621,-0.099832,-0.092507,-0.083718,-0.074196,-0.061012,-0.050758
-0.036842,-0.024390,-0.012671,-0.000220,-0.002417,0.018091,0.665568,0.692668,0.719036,0.741742,0.762250,0.779096,0.794477,0.806196,0.814986,0.817915,0.825972,0.828902,0.830367,0.833297,0.830367,0.828170,0.827437,0.820845,0.815718,0.805464,0.796675,0.789350,0.779829,0.769574,0.760053,0.007105,-0.003149,-0.007544,-0.015601,-0.022925,-0.006079,0.036402,0.078151,0.117703,0.162382,0.203399,0.237823,0.272248,0.304475,0.334505,0.360873,0.387241,0.409214,0.431920,0.453160,0.472936,0.487585,0.506629,0.518348,0.528602,0.558632,0.546180,0.535194,0.521277,0.508093,0.494910,0.483923,0.470007,0.461217,0.449498,0.438512,0.426060,0.417271,0.407749,0.402622,0.394565,0.386508,0.379184,0.371127,0.367465,0.358676,0.352084,0.345492,0.342562,0.336703,0.042994,0.084743,0.124295,0.176298,0.218780,0.257599,0.298616,0.328646,0.363803,0.393833,0.421666,0.449498,0.475866,0.496374,0.518348,0.535926,0.549110,0.562294,0.579140,0.587197,0.597451,0.609170,0.616495,0.621622,0.628214,0.549843,0.535194,0.518348,0.503699,0.487585,0.472936,0.462682,0.451696,0.439244,0.426060,0.417271,0.404087,0.394565,0.382114,0.372592,0.365268,0.358676,0.352084,0.346224,0.303743,0.256134,0.209258,0.113308,0.068630,0.032740,0.324251,0.357943,0.392368,0.418736,0.445836,0.469274,0.489782,0.511756,0.528602,0.544715,0.558632,0.571083,0.583535,0.591592,0.603311,0.607705,0.613565,0.616495,0.620889,0.622354,0.624551,0.627481,0.628214,0.627481,0.626016,0.498572,0.484655,0.467809,0.454625,0.442174,0.428258,0.418003,0.406284,0.396030,0.386508,0.377719,0.370395,0.359408,0.312532,0.264923,0.196074,0.119900,0.091335,0.053981,0.019556,-0.013404,-0.039771,-0.066872,-0.088113
